academic_year,division,team_name,org_id,conference,record,assists_per_game,caused_turnovers_per_game,clearing_percentage,face_off_winning_percentage,ground_balls_per_game,man_down_defense,man_up_offense,opponent_clear_percentage,points_per_game,saves_per_game,scoring_defense,scoring_margin,scoring_offense,shot_percentage,turnovers_per_game,winning_percentage,sos_avg_opp_win_pct,sos_avg_opp_offense,sos_avg_opp_defense,sos_std_opp_win_pct,sos_stats_rank,schedule_difficulty_score,schedule_difficulty_rank,wins,losses,ties,games_played,wp,opp_wp,opp_opp_wp,rpi
2014,1,Drexel,103508,CAA,13-5,6.44,6.28,0.891,0.606,31.78,0.578,0.38,,18.06,11.28,10.33,1.28,11.61,0.286,14.72,0.722,0.5596874999999999,16.0625,9.829375,0.1862249039300329,11,0.5595428853863725,10,26,10,0,36,0.7222222222222222,0.565309775507144,0.5238531471460367,0.5941737300956367
2014,1,Duke,103509,ACC,17-3,9.0,6.35,0.894,0.577,35.05,0.663,0.373,,23.85,9.6,9.65,5.2,14.85,0.358,13.8,0.85,0.5629411764705883,17.50176470588235,10.17058823529412,0.2257003402713782,9,0.5646094496985398,9,34,6,0,40,0.85,0.5882434664149061,0.5492110728653745,0.6439245014237966
2014,1,Fairfield,103510,ECAC,12-4,5.69,6.88,0.881,0.476,28.69,0.707,0.356,,17.0,9.94,8.44,2.88,11.31,0.369,12.44,0.75,0.4535714285714286,15.016428571428571,10.139285714285714,0.1447518636868497,50,0.4535502512738834,50,24,8,0,32,0.75,0.45672369909502264,0.5067037887809133,0.5425377967427396
2014,1,Furman,103511,ASUN,1-12,3.77,4.23,0.822,0.533,24.31,0.692,0.226,,11.08,11.54,13.85,-6.54,7.31,0.22,17.85,0.077,0.506,15.755384615384616,9.906923076923077,0.1997706377131226,28,0.5064227373065731,28,2,24,0,26,0.07692307692307693,0.5058725462571616,0.46956789544091576,0.38955901621957895
2014,1,Georgetown,103512,Big East,4-10,5.07,5.86,0.829,0.653,33.07,0.633,0.368,,13.71,10.57,10.79,-2.14,8.64,0.245,15.93,0.286,0.4784285714285715,15.310000000000002,10.14,0.2465573576518147,41,0.478124070406951,41,8,20,0,28,0.2857142857142857,0.4783966488079713,0.5102529047481578,0.4381901220195965
2014,1,Hartford,103513,America East,6-9,5.13,7.93,0.877,0.541,33.8,0.629,0.286,,15.13,10.27,10.4,-0.4,10.0,0.246,14.87,0.4,0.4551333333333333,16.172666666666668,11.074000000000002,0.161428566933558,49,0.4550556906966944,49,12,18,0,30,0.4,0.4551098901098901,0.4736516114833948,0.4459678479257938
2014,1,Harvard,103514,Ivy League,10-7,6.82,7.53,0.885,0.49,29.65,0.602,0.389,,17.53,10.24,9.76,0.94,10.71,0.292,15.24,0.588,0.5191333333333332,17.276,10.483333333333333,0.2156944958860924,25,0.5194278609136118,25,20,14,0,34,0.5882352941176471,0.5389436543848308,0.5448284675556698,0.5527377676107446
2014,1,High Point,103560,ASUN,9-7,5.69,8.06,0.843,0.581,31.25,0.774,0.241,,15.31,14.0,9.44,0.19,9.63,0.278,16.31,0.563,0.4502142857142856,14.938571428571429,10.698571428571428,0.1926307268811897,51,0.4502346622643763,51,18,14,0,32,0.5625,0.4352043381455146,0.4715575204380059,0.47611654918225876
2014,1,Hobart,103515,NEC,5-10,4.0,6.4,0.823,0.405,24.87,0.633,0.333,,12.67,11.27,10.4,-1.73,8.67,0.273,13.6,0.333,0.5046153846153846,15.09153846153846,10.336923076923076,0.208893619765416,29,0.5042812408410572,29,10,20,0,30,0.3333333333333333,0.5368857286504344,0.47227918915022665,0.4698459949461072
2014,1,Hofstra,103516,CAA,11-5,4.81,6.0,0.868,0.551,28.69,0.571,0.377,,14.38,8.44,8.44,1.13,9.56,0.279,12.06,0.688,0.5272857142857144,16.035,10.066428571428572,0.1320283673909451,20,0.5272554767244328,20,22,10,0,32,0.6875,0.533875433186095,0.5255281077175271,0.5701947435224293
2014,1,Holy Cross,103517,Patriot,3-12,5.07,5.4,0.832,0.514,27.2,0.585,0.308,,14.13,10.73,13.47,-4.4,9.07,0.252,15.13,0.2,0.4678666666666667,14.892666666666663,9.812666666666669,0.2192304317886142,43,0.4680277562767098,43,6,24,0,30,0.2,0.4677906461729991,0.47519247347356125,0.4026934414548899
2014,1,Jacksonville,103518,ASUN,4-9,5.15,6.15,0.89,0.374,26.46,0.544,0.333,,14.69,12.62,11.77,-2.23,9.54,0.309,16.46,0.308,0.4619999999999999,15.180833333333338,10.495833333333334,0.2110746313510934,46,0.4623372580555505,46,8,18,0,26,0.3076923076923077,0.46965342349957734,0.4866107557732612,0.4334024776161809
2014,1,Johns Hopkins,103519,Independent,11-5,7.44,6.13,0.826,0.57,30.63,0.659,0.545,,19.5,10.88,8.94,3.13,12.06,0.303,13.56,0.688,0.5475999999999999,17.62066666666667,10.148666666666667,0.2171683832114303,15,0.5462046138910223,15,22,10,0,32,0.6875,0.5523316297672914,0.5568368005495233,0.5872500150210266
2014,1,Lafayette,103520,Patriot,2-11,2.85,6.23,0.774,0.394,25.69,0.727,0.204,,9.0,10.38,11.38,-5.23,6.15,0.198,14.92,0.154,0.427076923076923,14.285384615384611,9.812307692307693,0.2340589871537848,58,0.4283620237737425,58,4,22,0,26,0.15384615384615385,0.42700028729440487,0.4670527958566221,0.36872488107289647
2014,1,Lehigh,103521,Patriot,13-5,6.33,9.39,0.877,0.538,31.28,0.714,0.365,,16.89,9.83,7.22,3.33,10.56,0.285,15.44,0.722,0.3754666666666666,13.932666666666668,10.30733333333333,0.2379960410501728,63,0.3762247220050554,63,26,10,0,36,0.7222222222222222,0.41342637482343364,0.49601700088893896,0.5112729931895071
2014,1,Loyola Maryland,103522,Patriot,15-2,7.53,8.06,0.918,0.525,36.0,0.686,0.442,,20.41,11.06,7.47,5.41,12.88,0.313,11.94,0.882,0.4909999999999999,15.849333333333334,9.845333333333334,0.2169829486388273,35,0.4909328592300994,34,30,4,0,34,0.8823529411764706,0.5087095094448035,0.5027804115937174,0.6006380929149487
2014,1,Manhattan,103523,MAAC,5-10,3.33,7.13,0.73,0.379,27.87,0.59,0.306,,10.47,13.07,11.0,-3.87,7.13,0.253,15.93,0.333,0.4171333333333333,15.250666666666666,10.454666666666666,0.2035949792002631,59,0.4157182821387528,59,10,20,0,30,0.3333333333333333,0.41698951375421967,0.4780791259737224,0.41134787170387377
2014,1,Marist,103524,MAAC,6-9,4.87,6.13,0.922,0.54,30.27,0.608,0.268,,15.87,10.8,11.67,-0.67,11.0,0.289,12.47,0.4,0.4873846153846154,15.175384615384614,10.205384615384617,0.1999802061210976,38,0.487315757177127,38,12,18,0,30,0.4,0.4940838616148213,0.471193303031869,0.46484025656537786
2014,1,Marquette,103525,Big East,6-10,4.56,6.19,0.883,0.441,26.44,0.467,0.411,,13.81,8.19,11.56,-2.31,9.25,0.287,12.56,0.375,0.5230666666666666,16.587333333333333,9.897333333333332,0.1868234341712932,24,0.5228492886271014,23,12,20,0,32,0.375,0.5136902251622646,0.5097327843798587,0.47802830867609697
2014,1,Maryland,103527,ACC,13-4,5.29,7.47,0.904,0.646,35.06,0.587,0.444,,16.65,9.65,7.24,4.12,11.35,0.283,13.71,0.765,0.5291333333333333,17.371333333333332,10.445999999999998,0.2129741351014771,19,0.5290259313522562,18,26,8,0,34,0.7647058823529411,0.5451330532212885,0.5572426921140239,0.6030536702273854
2014,1,Massachusetts,103528,CAA,7-6,5.38,6.85,0.886,0.551,26.62,0.717,0.347,,14.54,10.54,9.69,-0.54,9.15,0.266,12.46,0.538,0.5564615384615385,16.126923076923074,9.5,0.1365833728953831,14,0.5562628414099327,14,14,12,0,26,0.5384615384615384,0.5564186818711706,0.5170579543597037,0.5420892141408958
2014,1,Mercer,103529,ASUN,7-7,5.43,6.36,0.872,0.559,28.64,0.655,0.371,,14.93,12.0,10.86,-1.36,9.5,0.281,15.43,0.5,0.3384615384615385,13.636923076923075,11.14153846153846,0.1893444624059203,67,0.3389606382532363,67,14,14,0,28,0.5,0.3393715178379044,0.4549173712559393,0.40841510173293705
2014,1,Michigan,103530,ECAC,5-11,4.56,7.44,0.887,0.491,29.44,0.717,0.37,,14.38,10.31,12.56,-2.75,9.81,0.248,14.56,0.313,0.5593333333333332,16.062666666666665,9.452666666666664,0.1767701583664191,12,0.5595428853863725,10,10,22,0,32,0.3125,0.5711536778172808,0.4798959058099461,0.4836758153611269
2014,1,Monmouth,103531,MAAC,0-13,2.77,8.46,0.837,0.296,26.15,0.656,0.267,,8.92,12.62,11.23,-5.08,6.15,0.182,15.38,0.0,0.4817692307692308,15.113846153846156,10.220769230769232,0.1919708126237118,40,0.4812349406027838,40,0,26,0,26,0.0,0.48174520301217133,0.4327120909984439,0.34905062425569666
2014,1,Mount St. Mary's,103532,NEC,1-15,2.69,6.63,0.776,0.47,26.38,0.477,0.311,,8.38,12.69,12.0,-6.31,5.69,0.205,18.19,0.063,0.5080625,15.2525,10.055,0.1856106370705892,27,0.507877915470054,27,2,30,0,32,0.0625,0.5080543435322846,0.4870474435262162,0.39141403264769636
2014,1,Navy,103553,Patriot,4-10,4.5,7.71,0.839,0.559,29.29,0.667,0.179,,13.43,10.64,9.36,-0.43,8.93,0.243,14.5,0.286,0.476076923076923,14.263846153846156,9.57153846153846,0.2527301575680644,42,0.4760488234612505,42,8,20,0,28,0.2857142857142857,0.4935453668646946,0.4800429528556652,0.438211993074835
2014,1,North Carolina,103533,ACC,10-5,6.2,6.87,0.87,0.484,32.6,0.731,0.444,,19.2,10.53,8.4,4.6,13.0,0.329,12.2,0.667,0.5612857142857142,17.091428571428573,10.260714285714286,0.2241270139169906,10,0.5595428853863725,10,20,10,0,30,0.6666666666666666,0.565417625889762,0.5460896191160987,0.5858978843905723
2014,1,Notre Dame,103534,ACC,12-6,6.06,6.83,0.868,0.552,30.72,0.576,0.522,,17.89,9.44,9.56,2.28,11.83,0.319,14.33,0.667,0.5958571428571428,18.08,9.805,0.168058602509812,3,0.594650699613747,2,24,12,0,36,0.6666666666666666,0.6337509340218319,0.5533389236127485,0.6218768645807697
2014,1,Ohio St.,103535,ECAC,6-8,6.07,6.64,0.918,0.455,28.0,0.611,0.255,,15.29,8.93,8.57,0.64,9.21,0.287,14.14,0.429,0.5673076923076923,16.12923076923077,9.64153846153846,0.1621572762737482,6,0.5652411997844625,6,12,16,0,28,0.42857142857142855,0.572917021059436,0.5201150584085364,0.5236301322747092
2014,1,Penn,103537,Ivy League,11-4,5.87,6.87,0.873,0.484,30.67,0.74,0.349,,16.47,11.0,9.27,1.33,10.6,0.291,17.73,0.733,0.5961538461538461,17.433846153846154,10.103076923076925,0.1798438836469205,2,0.594650699613747,2,22,8,0,30,0.7333333333333333,0.6017919106463998,0.534874757974115,0.617947978150062
2014,1,Penn St.,103536,CAA,7-6,5.0,7.62,0.884,0.6,30.15,0.667,0.35,,15.31,10.62,8.92,1.38,10.31,0.289,14.0,0.538,0.5585384615384615,16.546923076923076,9.902307692307694,0.2022274482566655,13,0.5575638630231748,13,14,12,0,26,0.5384615384615384,0.5584266713017606,0.5528468300050343,0.5520404277675235
2014,1,Princeton,103538,Ivy League,7-6,7.46,6.31,0.886,0.46,28.62,0.791,0.512,,19.46,11.0,10.92,1.08,12.0,0.301,12.08,0.538,0.5663846153846154,16.45846153846154,9.736153846153847,0.1682125662833228,7,0.5652411997844625,6,14,12,0,26,0.5384615384615384,0.5663264023558141,0.5214060749606946,0.5481301045334652
2014,1,Providence,103539,Big East,4-11,4.0,7.93,0.844,0.391,27.93,0.648,0.396,,12.53,10.93,10.73,-2.2,8.53,0.246,15.67,0.267,0.4999333333333332,16.20266666666667,10.278,0.1839932849016204,31,0.5006439737748386,31,8,22,0,30,0.26666666666666666,0.4999010346378768,0.487135217874103,0.43840098845413084
2014,1,Quinnipiac,103540,MAAC,6-8,6.93,6.57,0.864,0.501,30.71,0.542,0.365,,17.5,13.86,11.07,-0.5,10.57,0.295,16.21,0.429,0.4655,15.224285714285712,10.212142857142856,0.1882668129467933,44,0.4651402359527583,44,12,16,0,28,0.42857142857142855,0.4654911964785914,0.47490636226445565,0.45861504594826674
2014,1,Richmond,103541,ASUN,6-11,5.0,8.76,0.878,0.362,29.29,0.639,0.288,,14.0,10.35,10.47,-1.47,9.0,0.272,17.18,0.353,0.4353333333333333,15.316,11.024,0.2127097135116828,56,0.4352352277357464,56,12,22,0,34,0.35294117647058826,0.44656260694322975,0.4383822003221762,0.421112147669806
2014,1,Robert Morris,103542,NEC,5-9,4.71,10.14,0.835,0.387,29.07,0.7,0.364,,13.86,10.79,11.57,-2.43,9.14,0.251,14.86,0.357,0.4913571428571427,14.92,10.14642857142857,0.2272869825770485,34,0.4909328592300994,34,10,18,0,28,0.35714285714285715,0.4912620176275638,0.47938727881358206,0.45476354280289166
2014,1,Rutgers,103543,Big East,8-8,7.44,6.06,0.878,0.577,32.56,0.638,0.261,,19.56,11.5,11.19,0.94,12.13,0.314,15.0,0.5,0.4344,15.690666666666663,10.660666666666666,0.2278311655590604,57,0.4349258478078456,57,16,16,0,32,0.5,0.4598769264790937,0.5051519371715782,0.48122644753244137
2014,1,Sacred Heart,103544,NEC,6-9,6.27,7.27,0.893,0.412,26.4,0.667,0.294,,16.4,12.27,11.67,-1.53,10.13,0.277,15.27,0.4,0.3732857142857142,14.10642857142857,10.972142857142856,0.19932938589589,64,0.3738853110854813,64,12,18,0,30,0.4,0.3990720390720391,0.46504634906317277,0.41579760680181277
2014,1,Saint Joseph's,103546,NEC,11-4,5.0,8.87,0.869,0.499,28.47,0.793,0.241,,16.13,10.07,8.2,2.93,11.13,0.295,14.2,0.733,0.381,13.447142857142856,10.760714285714284,0.2367678187592224,62,0.3826086015551734,61,22,8,0,30,0.7333333333333333,0.3777276209629152,0.49012350704611324,0.4947280205763192
2014,1,Siena,103547,MAAC,11-6,6.0,5.65,0.884,0.58,31.47,0.447,0.411,,16.18,11.12,9.82,0.35,10.18,0.253,14.71,0.647,0.4613333333333333,15.629333333333332,10.556000000000004,0.1831722929072213,47,0.4620683923126846,47,22,12,0,34,0.6470588235294118,0.4579131652661065,0.49161935974882676,0.5136261284526129
2014,1,St. John's (NY),103545,Big East,7-7,6.64,7.21,0.9,0.412,27.57,0.538,0.414,,18.07,11.71,11.93,-0.5,11.43,0.301,11.93,0.5,0.5243571428571429,16.50785714285714,10.483571428571429,0.2003456324679417,23,0.5228492886271014,23,14,14,0,28,0.5,0.5242826955343541,0.5278460922256089,0.5191028708235793
2014,1,Stony Brook,103548,America East,6-10,7.31,3.63,0.839,0.61,33.06,0.689,0.491,,18.94,10.44,12.19,-0.56,11.63,0.373,14.63,0.375,0.5022,17.018666666666668,10.7,0.1790885069828137,30,0.5018850486912354,30,12,20,0,32,0.375,0.5124003447532859,0.4815244573056704,0.47033128670306057
2014,1,Syracuse,103549,ACC,11-5,8.0,6.81,0.863,0.467,29.44,0.613,0.431,,21.0,11.44,11.69,1.31,13.0,0.353,12.13,0.688,0.6349285714285715,18.131428571428568,9.667142857142858,0.1284592566234325,1,0.6339295861055502,1,22,10,0,32,0.6875,0.6501772584033614,0.5520542639195429,0.6349771951815664
2014,1,Towson,103550,CAA,8-7,4.53,5.8,0.883,0.402,24.47,0.736,0.308,,13.0,9.6,9.73,-1.27,8.47,0.257,12.0,0.533,0.5255714285714286,15.614999999999998,9.803571428571429,0.2096564244818903,22,0.5262057227056925,21,16,14,0,30,0.5333333333333333,0.538621046709282,0.520884597057158,0.5328650059522638
2014,1,UAlbany,103494,America East,12-6,9.39,7.72,0.892,0.41,29.33,0.609,0.471,,25.33,13.56,11.33,4.61,15.94,0.378,13.39,0.667,0.5841875,17.18375,9.979375,0.1421676909278265,5,0.5850739331288695,5,24,12,0,36,0.6666666666666666,0.5697210650642024,0.5112195434940646,0.579332085072284
2014,1,UMBC,103526,America East,8-7,6.73,5.8,0.861,0.582,33.07,0.593,0.41,,18.93,11.53,11.93,0.27,12.2,0.317,13.4,0.533,0.4429999999999999,15.508461538461535,10.417692307692308,0.2146188033915732,53,0.4435649689272657,53,16,14,0,30,0.5333333333333333,0.45931749622926094,0.48967148377503195,0.4854099523917218
2014,1,VMI,103556,ASUN,2-12,2.64,9.07,0.801,0.442,29.5,0.609,0.256,,8.86,11.5,12.43,-6.21,6.21,0.215,18.29,0.143,0.4407142857142856,14.946428571428571,10.299285714285713,0.186892416941416,54,0.4406064582250466,54,4,24,0,28,0.14285714285714285,0.4405514128728415,0.438104889373882,0.3655162144941769
2014,1,Vermont,103554,America East,5-8,5.85,10.15,0.825,0.427,32.46,0.746,0.35,,15.92,11.38,11.0,-0.92,10.08,0.254,18.08,0.385,0.3563076923076923,14.803846153846155,11.333846153846157,0.1670202127866263,66,0.3566911296380928,66,10,16,0,26,0.38461538461538464,0.3561539704639252,0.4783993988485493,0.3938306810979461
2014,1,Villanova,103555,Big East,6-10,5.25,9.75,0.815,0.493,30.5,0.719,0.343,,14.69,10.13,10.25,-0.81,9.44,0.263,15.69,0.375,0.5652857142857143,16.779285714285713,9.750714285714285,0.1769101582205856,8,0.5652411997844625,6,12,20,0,32,0.375,0.5706873884844086,0.5226990830490763,0.5097684650044734
2014,1,Virginia,103557,ACC,10-6,7.69,9.56,0.851,0.472,37.75,0.551,0.526,,20.31,9.88,11.13,1.5,12.63,0.308,12.06,0.625,0.5899285714285714,17.315,9.82214285714286,0.2365584990428113,4,0.5895350278460437,4,20,12,0,32,0.625,0.6006820436507936,0.5365306761573052,0.5907236908647231
2014,1,Wagner,103558,NEC,2-11,3.38,10.23,0.804,0.414,27.92,0.627,0.141,,10.31,12.31,12.38,-5.46,6.92,0.233,18.23,0.154,0.3813846153846154,13.969230769230771,10.65846153846154,0.2160233386470931,61,0.3826086015551734,61,4,22,0,26,0.15384615384615385,0.3813230321714485,0.43500988489125586,0.3378755257700767
2014,1,Yale,103559,Ivy League,9-5,6.57,7.29,0.87,0.579,29.5,0.698,0.368,,17.07,9.0,8.57,1.93,10.5,0.284,15.21,0.643,0.5406153846153846,16.48923076923077,10.256153846153843,0.1897433645182308,17,0.5400159615061642,17,18,10,0,28,0.6428571428571429,0.5439804126778917,0.5151071201547099,0.5614812720919091
2014,2,Adams St.,103584,Independent,4-8,,10.08,,,,0.725,,,,,,,,,16.0,0.3333333333333333,0.4455555555555556,19.25,8.5,0.2677155298787719,43,0.4456211152470233,43,4,8,0,12,0.3333333333333333,0.4487654320987654,0.47599645505523175,0.42671516314652397
2014,2,Adelphi,103561,NE10,17-2,6.26,7.58,,0.657,38.21,,,,19.58,,8.47,4.84,13.32,0.275,16.11,0.895,0.5232485958485957,19.25,7.8475,0.1885642490323268,23,0.5228492886271014,23,17,2,0,19,0.8947368421052632,0.5408118161794632,0.541528468408243,0.6294722357181081
2014,2,Alderson Broaddus,103585,ECAC-II,0-14,,7.29,,,,,,,,16.29,,,,,,0.0,0.5098142370450064,18.598750000000003,7.511999999999999,0.2090585838843663,29,0.5099073395758945,29,0,14,0,14,0.0,0.5098155050078128,0.4607687413742615,0.37009993784747175
2014,2,American Int'l,103562,NE10,2-14,5.5,,,,,,,,,14.75,,,,0.282,,0.125,0.4906847200418629,18.14333333333333,8.222857142857142,0.2139814076867573,33,0.4908883718320607,33,2,14,0,16,0.125,0.49062180540232286,0.4932444297747473,0.39987201014484824
2014,2,Assumption,103563,NE10,5-9,5.64,,,0.566,31.07,,,,,,,,,,,0.3571428571428571,0.472847280924204,18.914,8.135,0.2440978249351484,39,0.4727705990490597,38,5,9,0,14,0.35714285714285715,0.4727704769232514,0.512828308291308,0.453878029820167
2014,2,Belmont Abbey,103596,Conference Carolinas,6-10,,9.19,,,,,,,15.69,,,,,0.281,15.56,0.375,0.5035005232862375,19.96,7.43,0.2878816482691336,31,0.5039431521836563,31,6,10,0,16,0.375,0.5332767722473605,0.5351153348674357,0.49416721984053913
2014,2,Bentley,103564,NE10,8-7,,7.4,,,,0.765,0.364,,,11.4,8.2,,,,,0.5333333333333333,0.5318940781440782,18.97,7.956666666666666,0.2265034196689427,20,0.5315766561307629,20,8,7,0,15,0.5333333333333333,0.5530809996063202,0.5252232642792565,0.5411796492063075
2014,2,Brevard,103610,SAC,3-10,,,,,,0.812,,,,16.23,,,,0.281,14.46,0.2307692307692307,0.4299983349983349,19.10285714285714,8.07,0.1893941532921547,47,0.4304968257516022,47,3,10,0,13,0.23076923076923078,0.4300136138371432,0.4955893552246194,0.39659645341703414
2014,2,Catawba,103586,SAC,7-8,,,,,30.13,,,,,13.0,,,,,16.67,0.4666666666666667,0.568361172161172,19.9675,7.628,0.2063561034811236,4,0.5686020742692987,4,7,8,0,15,0.4666666666666667,0.5683365370439675,0.5247549617025472,0.5320236756142872
2014,2,Chestnut Hill,103607,ECC,7-6,6.69,,,,30.0,,0.431,,18.46,12.38,,,11.77,0.317,,0.5384615384615384,0.5348251082251082,18.768571428571427,7.751666666666666,0.2320579594802997,17,0.5353142358592355,16,7,6,0,13,0.5384615384615384,0.5503249646966224,0.5118277497216868,0.5377348043941175
2014,2,Coker,103587,SAC,6-8,7.43,,,,,,,,19.07,14.0,,,11.64,0.339,15.36,0.4285714285714285,0.4850149572649573,20.06375,8.290000000000001,0.2149140740431404,34,0.4843109711046171,34,6,8,0,14,0.42857142857142855,0.5019792236421196,0.5015497171187188,0.48351989824359665
2014,2,Colorado Mesa,103600,Independent,9-3,6.58,11.25,,,31.25,0.792,0.409,,18.25,11.92,7.83,3.83,11.67,0.287,16.92,0.75,0.4325441919191919,20.7625,8.48,0.2836631869905663,46,0.4330344735988592,46,9,3,0,12,0.75,0.4232033251172007,0.5098982432855216,0.5265762233799808
2014,2,Dist. Columbia,103565,ECC,3-8,,8.73,,,,,,,,16.09,,,,,,0.2727272727272727,0.5219981684981685,18.078333333333333,7.94,0.2188029619461206,24,0.5219127667482446,24,3,8,0,11,0.2727272727272727,0.5219908155569921,0.4991436955343389,0.45396314984389896
2014,2,Dominican (CA),103611,Independent,9-3,7.58,8.25,,,,0.746,0.348,,22.67,11.67,9.17,5.92,15.08,0.366,12.58,0.75,0.4840975056689341,17.895999999999997,7.83,0.2120221031800142,35,0.4841678046141792,35,9,3,0,12,0.75,0.4582866479925304,0.505266613517064,0.5429599773755311
